ID;User_ID;Table_rank_2022;Person;net_worth_in_BillionUSD_2024_02;Age_of_person_2024_02
652;692;651;Walther Moreira Salles Junior;4,6;67
653;541;653;Kim Beom-su;4,6;57
654;615;654;Theo Mueller;4,5;84
655;677;655;Tahir and family;4,5;71
656;785;656;Yitzhak Tshuva;4,5;75
657;1250;657;Willy Michel;4,5;77
658;734;658;Jorge Moll Filho and family;4,5;79
659;682;659;Nick Caporella;4,5;88
660;749;660;Francesco Gaetano Caltagirone;4,5;80
661;635;661;Mikhail Shelkov;4,5;55
662;3141;662;Jeremy Jacobs Sr and family;4,5;84
663;936;663;Lynn Schusterman and family;4,5;85
664;619;664;Hussain Sajwani;4,5;70
665;760;665;Yasumitsu Shigeta;4,5;59
666;790;666;Jim Coulter;4,5;64
667;528;667;Kjell Inge Rokke;4,5;65
668;755;668;Martha Ingram and family;4,5;88
669;659;669;Shari Arison;4,4;66
670;3253;670;Carlos Hank Rhon and family;4,4;76
671;601;671;Richard Li;4,4;57
672;665;672;Dewi Kam;4,4;73
673;823;673;Claudio Del Vecchio;4,4;67
674;818;674;Rocco Basilico;4,4;34
675;824;675;Clemente Del Vecchio;4,4;19
676;825;675;Leonardo Maria Del Vecchio;4,4;28
677;827;675;Marisa Del Vecchio;4,4;65
678;826;675;Luca Del Vecchio;4,4;22
679;850;675;Nicoletta Zampillo;4,4;65
680;828;675;Paola Del Vecchio;4,4;62
681;225;681;Richard Liu;4,4;49
682;713;682;Isaac Perlmutter;4,4;81
683;1067;683;Joy Alukkas;4,4;67
684;744;684;Nusli Wadia;4,4;80
685;674;685;Jeff Skoll;4,4;59
686;638;686;Juan Carlos Escotet;4,4;64
687;807;687;Cliff Obrecht;4,4;38
688;808;687;Melanie Perkins;4,4;36
689;717;689;Jerzy Starak;4,4;76
690;751;690;Wesley Edens;4,4;62
691;1013;691;Ajay Piramal;4,4;68
692;911;692;Brunello Cucinelli and family;4,4;70
693;643;693;Daryl Katz;4,4;62
694;3142;694;Rupert Johnson Jr;4,4;83
695;728;695;Giuseppe De Longhi and family;4,4;84
696;1054;696;Vikas Oberoi;4,4;53
697;876;697;Eric Yuan and family;4,4;54
698;729;698;Guenther Fielmann and family;4,4;84
699;627;699;Jim Davis;4,4;63
700;731;700;James Irsay;4,3;64
701;897;701;Gil Shwed;4,3;55
702;611;702;Juan Domingo Beckmann Legorreta and family;4,3;56
703;668;703;Eric Lefkofsky;4,3;54
704;959;704;Reed Hastings;4,3;63
705;561;705;Emanuele Saputo and family;4,3;87
706;735;706;Fernando Roberto Moreira Salles;4,3;77
707;736;706;Pedro Moreira Salles;4,3;64
708;1324;708;Daniel Ek;4,3;41
709;655;709;Frank Wang;4,3;43
710;737;710;Gabe Newell;4,3;61
711;457;711;Lai Meisong;4,3;53
712;372;712;Lin Jianhua;4,3;61
713;746;713;Yu Renrong;4,3;57
714;1191;714;Mark Leonard and family;4,3;67
715;683;715;John Catsimatidis;4,3;75
716;586;716;Hong Ra-hee;4,3;78
717;798;717;Peter Kellogg;4,3;81
718;720;718;Zhang Daocai;4,3;74
719;673;719;E. Joe Shoen;4,2;74
720;241;720;Li Zhenguo and family;4,2;56
721;750;721;Barry Diller;4,2;82
722;852;722;William Ackman;4,2;57
723;667;723;Marc Ladreit de Lacharriere;4,2;83
724;660;724;Pyotr Aven;4,2;68
725;3143;725;Austen Cargill II;4,2;72
726;733;725;Marianne Liebmann;4,2;70
727;622;727;Samuel Yin;4,2;73
728;1004;728;Vivek Jain;4,2;68
729;822;729;Daniel DAniello;4,2;77
730;1298;730;Rajan Raheja and family;4,2;69
731;1119;731;Abhay Firodia;4,2;79
732;644;732;Andrei Kozitsyn;4,2;63
733;1551;733;Clive Palmer;4,2;69
734;923;734;Hamilton James and family;4,2;72
735;280;735;Yao Liangsong;4,2;59
736;540;736;Viktor Kharitonin;4,2;51
737;636;737;Patrick Drahi;4,2;60
738;891;738;Akio Nitori;4,2;79
739;1125;739;Maggie Hardy;4,1;58
740;848;740;Michael Xie;4,1;55
741;196;741;Jin Baofang;4,1;71
742;1534;742;Rajiv Jain;4,1;56
743;763;743;Steven Udvar-Hazy;4,1;78
744;437;744;Cai Kui;4,1;61
745;845;745;Thomas Siebel;4,1;71
746;559;746;Lim Hariyanto Wijaya Sarwono;4,1;95
747;475;747;Jiang Weiping and family;4,1;69
748;1315;748;Sanjit Biswas;4,1;42
749;1821;749;Tench Coxe;4,1;66
750;563;750;Dan Snyder;4,1;59
751;1160;751;Gustav Magnar Witzoe;4,1;30
752;676;752;Djoko Susanto;4,1;74
753;1242;753;Baba Kalyani;4,1;75
754;590;754;Tim Sweeney;4,1;53
755;467;755;James Chambers;4,1;66
756;483;756;Margaretta Taylor;4,1;81
757;530;757;Tse Ping and family;4,1;72
758;613;758;Jiang Bin;4,1;57
759;479;759;Katharine Rayner;4,1;79
760;400;760;Jian Jun;4;60
761;695;761;Donald Sterling;4;89
762;904;762;Takao Yasuda;4;74
763;551;763;Zhu Yan and family;4;53
764;3145;764;Jian Yao;4;
765;840;765;Arkady Rotenberg;4;72
766;982;766;Abdulla bin Ahmad Al Ghurair and family;4;
767;686;767;Antti Herlin;4;67
768;931;768;Roger Penske;4;87
769;642;769;Marian Ilitch;4;91
770;715;770;Shaul Shani;4;69
771;743;771;Tsai Hong-tu;4;71
772;1664;772;Robert Duggan;4;79
773;718;773;Torbjorn Tornqvist;4;70
774;814;774;Wang Junlin and family;4;61
775;610;775;Xue Min;4;67
776;1027;776;Isak Andic and family;4;70
777;1370;777;Albert Avdolyan;4;53
778;1314;778;John Bicket;4;43
779;784;779;Richard Schulze;3,9;83
780;1206;780;Maria-Elisabeth Schaeffler-Thumann;3,9;82
781;875;781;Yi Zheng;3,9;53
782;1033;782;Jacques D  Amours;3,9;67
783;732;783;Somurai Jaruphnit;3,9;
784;762;784;Tsai Cheng-ta;3,9;73
785;933;785;David Rubenstein;3,9;74
786;599;786;Li Chunan;3,9;55
787;795;787;Pansy Ho;3,9;61
788;1902;788;Zhang Xuexin and family;3,9;76
789;710;789;Gail Miller;3,9;80
790;694;790;Peter Spuhler;3,9;64
791;877;791;Charles Zegar;3,9;76
792;924;792;Lee Boo-jin;3,9;53
793;1032;793;James Clark;3,9;79
794;1066;794;Zhou Jianping;3,9;63
795;940;795;Pat Stryker;3,9;67
796;935;796;Klaus-Peter Schulenberg;3,8;72
797;841;797;Remo Ruffini;3,8;62
798;771;798;Brad Jacobs;3,8;67
799;895;799;Naguib Sawiris;3,8;69
800;847;800;Xiao Yongming and family;3,8;59
801;607;801;Barry Sternlicht;3,8;63
802;831;802;Peter Gassner;3,8;59
803;629;803;Peter Grogg;3,8;82
804;1017;804;Erik Selin;3,8;56
805;1143;805;Dan Olsson;3,8;77
806;869;806;J. Joe Ricketts and family;3,8;82
807;595;807;Fan Hongwei;3,8;57
808;856;808;Acharya Balkrishna;3,8;51
809;725;809;Chen Dongsheng;3,8;66
810;639;810;Jose E. Feliciano;3,8;50
811;3144;811;Andre Koo Sr;3,8;56
812;685;812;Luca Garavoglia;3,8;55
813;754;813;Joseph Grendys;3,8;62
814;1258;814;Wenrong Shen;3,8;78
815;773;815;Jason Jiang;3,8;51
816;956;816;Charles Edelstenne;3,8;86
817;637;817;Behdad Eghbali;3,8;47
818;490;818;Miao Hangen;3,7;59
819;781;819;Anthony Pritzker;3,7;63
820;1114;820;Andrei Bokarev;3,7;57
821;953;821;Gurbachan Singh Dhingra;3,7;73
822;954;821;Kuldip Singh Dhingra;3,7;76
823;3147;823;William Conway Jr;3,7;74
824;1107;824;Madhur Bajaj;3,7;71
825;1108;824;Niraj Bajaj;3,7;69
826;1109;824;Shekhar Bajaj;3,7;75
827;699;827;Sid Bass;3,7;81
828;3146;828;H. Ross Perot Jr;3,7;65
829;806;829;Masahiro Noda;3,7;85
830;681;830;Hubert Burda;3,7;84
831;792;831;Beatriz Davila de Santo Domingo;3,7;84
832;1422;832;Shamsheer Vayalil;3,7;47
833;1497;833;Venu Srinivasan;3,7;71
834;791;834;Nicolas DIeteren;3,7;48
835;690;835;Mary Alice Dorrance Malone;3,7;74
836;630;836;Christian Haub;3,7;59
837;866;837;John Middleton;3,7;68
838;3149;838;Hilton Schlosberg and family;3,7;71
839;854;839;Igor Altushkin;3,7;53
840;2229;840;Stephan Schnabel;3,7;49
841;1120;841;Bruce Flatt;3,7;58
842;1236;842;Alceu Elias Feldmann and family;3,7;74
843;650;843;Jay Paul;3,7;76
844;766;844;Hayes Barnard;3,7;52
845;793;845;Bob Gaglardi;3,7;83
846;1072;846;Euisun Chung;3,7;53
847;867;847;Hiroshi Mikitani;3,7;58
848;819;848;Maurizio Billi;3,7;66
849;680;849;Danielle Bellon and family;3,7;84
850;974;850;Penny Pritzker;3,6;64
851;947;851;Jon Yarbrough;3,6;66
852;1358;852;Jayshree Ullal;3,6;62
853;2752;853;Neil Shen;3,6;56
854;1299;854;Matthias Reinhart;3,6;64
855;837;855;Prasert Prasarttong-Osoth;3,6;90
856;864;856;Steven Klinsky;3,6;67
857;976;857;Renzo Rosso and family;3,6;68
858;868;858;Bob Parsons;3,6;73
859;838;859;Ira Rennert;3,6;89
860;800;860;Josh Kushner;3,6;38
861;944;861;Vincent Viola;3,6;68
862;779;862;Daniel Och;3,6;63
863;1235;863;Sandeep Engineer;3,6;62
864;893;864;Rodger Riney and family;3,6;78
865;846;865;Wim van der Leegte and family;3,6;76
866;801;866;Samuel Tak Lee;3,6;84
867;1104;867;Jose Joao Abdalla Filho;3,6;78
868;802;868;Edwin Leong;3,6;72
869;796;869;Alan Howard;3,6;60
870;919;870;Senapathy Gopalakrishnan;3,6;68
871;546;871;Ugur Sahin;3,6;58
872;950;872;John Coates;3,6;54
873;706;873;Koon Poh Keong;3,6;62
874;769;874;Yakir Gabay;3,6;57
875;812;875;Lawrence Stroll;3,6;64
876;705;876;Travis Kalanick;3,6;47
877;949;877;Cho Tak Wong;3,6;77
878;464;878;Seo Jung-jin;3,5;66
879;885;879;Fu Liquan and family;3,5;56
880;624;880;Stephane Bancel;3,5;51
881;851;881;Barry Zekelman;3,5;57
882;1212;882;Anna Katharina Viessmann;3,5;
883;898;883;Stephen Smith;3,5;72
884;3148;884;Amos Hostetter Jr;3,5;87
885;1207;885;Leonard Schleifer;3,5;71
886;1044;886;Lee Seo-hyun;3,5;50
887;805;887;Masahiro Miki;3,5;68
888;679;888;Andrej Babis;3,5;69
889;1029;889;Cao Longxiang and family;3,5;66
890;1086;890;Akira Mori and family;3,5;87
891;809;891;J.B. Pritzker;3,5;59
892;901;892;Carl Thoma;3,5;75
893;485;893;Zhao Yan;3,5;57
894;916;894;David Filo;3,5;57
895;912;895;Antonio Del Valle Ruiz and family;3,5;85
896;1019;896;Martua Sitorus;3,5;64
897;1012;897;John Paulson;3,5;68
898;986;898;Norman Braman;3,5;91
899;1865;899;Michael Polsky;3,5;75
900;523;900;Fang Wei;3,4;50
901;1036;901;Michael Federmann and family;3,4;80
902;816;902;Zeng Fangqin;3,4;58
903;626;903;Neal Blue and family;3,4;88
904;1055;904;Gregorio Perez Companc and family;3,4;88
905;951;905;Ryan Cohen;3,4;38
906;861;906;Laurence Graff and family;3,4;85
907;1552;907;Matthew Prince;3,4;49
908;1304;908;Tsai Ming-kai;3,4;73
909;775;909;Richard LeFrak and family;3,4;78
910;1457;910;Sanjiv Goenka;3,4;63
911;1247;911;Lin Chen-hai;3,4;77
912;1168;912;Joesley Batista;3,4;52
913;1169;912;Wesley Batista;3,4;51
914;255;914;Yang Huiyan and family;3,4;42
915;780;915;Horst Paulmann and family;3,4;89
916;873;916;Hans Peter Wild;3,4;82
917;1254;917;Eren Ozmen;3,4;65
918;946;918;Steve Wynn;3,4;82
919;886;919;John Gandel;3,4;89
920;1372;920;Aneel Bhusri;3,4;58
921;813;921;Tung Chee Chen;3,4;81
922;1343;922;David Murdock;3,4;100
923;890;923;Arnon Milchan;3,4;79
924;1146;924;Karsanbhai Patel;3,4;80
925;1115;925;Jack Cowin;3,4;81
926;1095;926;Stewart Rahr;3,4;78
927;888;927;Kwek Leng Beng;3,4;83
928;884;928;Walter Frey;3,4;80
929;719;929;Rufino Vigil Gonzalez;3,4;75
930;1078;930;Adi Godrej;3,4;81
931;1079;930;Jamshyd Godrej;3,4;75
932;1087;930;Rishad Naoroji;3,4;72
933;1073;930;Smita Crishna-Godrej;3,4;73
934;979;934;Timur Turlov;3,4;36
935;1390;935;Willis Johnson;3,4;76
936;872;936;Stefan von Holtzbrinck;3,4;60
937;1183;937;Stewart Horejsi and family;3,4;86
938;970;938;Jonathan Nelson;3,4;67
939;1423;939;Radha Vembu;3,3;51
940;3150;940;Holden Spaht;3,3;49
941;3151;940;Scott Crabill;3,3;54
942;3152;940;Seth Boro;3,3;48
943;980;943;Frank VanderSloot;3,3;75
944;1022;944;Sunny Varkey;3,3;66
945;978;945;Rita Tong Liu;3,3;75
946;920;946;Luciano Hang;3,3;61
947;1093;947;Madhukar Parekh;3,3;77
948;1175;948;Fernando Chico Pardo;3,3;72
949;3153;949;Edward DeBartolo Jr;3,3;77
950;829;950;Walter P.J. Droege;3,3;71
951;835;951;Daniel Loeb;3,3;62
952;899;952;Nik Storonsky;3,3;39
953;1374;953;J. Hyatt Brown;3,3;86
954;1031;954;John Caudwell;3,3;71
955;1228;955;Peggy Cherng;3,3;76
956;1227;955;Andrew Cherng;3,3;76
957;957;957;Sergei Gordeev;3,3;51
958;1144;958;Yuji Otsuka;3,3;70
959;849;959;Yang Shaopeng;3,3;66
960;1335;960;Kevin David Lehmann;3,3;21
961;932;961;Ravi Pillai;3,3;70
962;1276;962;Otto Philipp Braun;3,3;46
963;879;963;John Arnold;3,3;49
964;906;964;Giuliana Benetton;3,3;86
965;907;965;Luciano Benetton;3,3;88
966;908;966;Arun Bharat Ram;3,3;83
967;1516;967;Anu Aga;3,3;81
968;994;968;Jean Coutu and family;3,3;96
969;1456;969;Harsh Goenka;3,3;66
970;1292;970;Fatih Ozmen;3,3;66
971;1124;971;Nadir Godrej;3,3;73
972;542;972;Jane Lauder;3,3;51
973;804;973;Mohamed Mansour;3,3;76
974;1240;974;J. Tomilson Hill;3,3;75
975;1331;975;Bom Kim;3,3;45
976;855;976;Ramon Ang;3,3;70
977;857;977;Markus Blocher;3,3;53
978;948;978;Zhou Bajin;3,2;88
979;1053;979;God Nisanov;3,2;51
980;1042;979;Zarakh Iliev;3,2;57
981;2524;981;Wu Xiangdong;3,2;55
982;1127;982;Samvel Karapetyan;3,2;58
983;1879;983;August Troendle;3,2;68
984;1691;984;Satyanarayan Nuwal;3,2;71
985;331;985;Zhang Hejun;3,2;72
986;1386;986;Lutz Mario Helmig and family;3,2;77
987;1283;987;Alfred Gantner;3,2;55
988;1279;987;Marcel Erni;3,2;59
989;1307;987;Urs Wietlisbach;3,2;62
990;918;990;Sergei Galitsky;3,2;56
991;1177;991;Maria Del Pino;3,2;67
992;997;992;Stephen Deckoff;3,2;58
993;1677;993;George Kurtz;3,2;53
994;939;994;Warren Stephens;3,2;67
995;1181;995;Eric Douglas;3,2;55
996;937;996;Isabella Seragnoli;3,2;78
997;985;997;George Bishop;3,2;86
998;1134;998;Frank Laukien;3,2;64
999;1002;999;Susan Carol Holland;3,2;67
1000;3156;1000;William Wrigley Jr;3,2;60
1001;984;1001;Nicolas Berggruen;3,2;62
1002;863;1002;Robert Johnson;3,2;76
1003;874;1003;Wu Guanjiang and family;3,2;55
1004;1180;1004;Carl Douglas;3,2;62
1005;1237;1005;Serge Godin;3,2;74
1006;880;1006;Bill Austin;3,2;82
1007;1060;1007;Rodney Sacks;3,2;74
1008;3154;1008;Drayton McLane Jr;3,2;87
1009;842;1009;Karin Sartorius-Herbst;3,2;
1010;889;1010;Pablo Legorreta;3,2;60
1011;783;1011;Howard Schultz;3,2;70
1012;871;1012;Leena Tewari;3,2;66
1013;882;1013;Bennett Dorrance;3,2;78
1014;1050;1014;Ronald McAulay;3,2;88
1015;1089;1015;Nandan Nilekani;3,2;68
1016;1154;1016;Salil Singhal;3,2;76
1017;991;1017;Todd Christopher;3,2;61
1018;1272;1018;Brian Acton;3,1;52
1019;3155;1019;Frank Fertitta III;3,1;62
1020;1461;1020;Hortensia Herrero;3,1;73
1021;902;1021;Todd Wanek;3,1;59
1022;972;1022;Katharina Otto-Bernstein;3,1;60
1023;860;1023;Alessandra Garavoglia;3,1;64
1024;1187;1024;Alicia Koplowitz;3,1;70
1025;1993;1025;Sergei Studennikov and family;3,1;56
1026;955;1026;Martin Ebner;3,1;78
1027;973;1027;Sergei Popov;3,1;52
1028;960;1028;Bertil Hult;3,1;83
1029;1147;1029;Richard Peery;3,1;85
1030;1130;1030;Yuri Kovalchuk and family;3,1;72
1031;811;1031;Jerry Speyer and family;3,1;83
1032;1039;1032;Otto Happel;3,1;76
1033;1989;1033;Frank Slootman;3,1;65
1034;1689;1034;Mofatraj Munot;3,1;79
1035;2461;1035;Nikhil Kamath;3,1;37
1036;1150;1036;Wayne Rothbaum;3,1;56
1037;1016;1037;Robert Sands;3,1;65
1038;975;1038;Theodore Rachmat;3,1;80
1039;1057;1039;Arvind Poddar;3,1;66
1040;922;1040;Hu Baifan;3,1;61
1041;1009;1041;Harsh Mariwala;3,1;72
1042;1021;1042;Sukanto Tanoto;3,1;74
1043;2731;1043;Guo Guangchang;3,1;57
1044;1218;1044;Bill Alfond;3,1;75
1045;1219;1044;Susan Alfond;3,1;78
1046;1220;1044;Ted Alfond;3,1;79
1047;930;1047;Geoffrey Palmer;3,1;73
1048;724;1048;Vanich Chaiyawan;3,1;92
1049;995;1049;Catheline Perier DIeteren;3,1;79
1050;1579;1050;Nikolai Buinov;3,1;56
1051;969;1051;Farhad Moshiri;3,1;68
1052;1368;1052;George Argyros and family;3,1;87
1053;836;1053;Margarita Louis-Dreyfus and family;3,1;61
1054;1076;1054;Lorenzo Fertitta;3,1;55
1055;3158;1055;T.S. Kalyanaraman;3;76
1056;1003;1056;Hui Ka Yan;3;65
1057;587;1057;Li Gaiteng;3;51
1058;905;1058;Karen Virginia Beckmann Legoretta;3;
1059;1328;1059;Justin Ishbia;3;46
1060;966;1060;Vladimir Litvinenko and family;3;68
1061;1100;1061;Meg Whitman;3;67
1062;1290;1062;Kalanithi Maran;3;58
1063;3159;1063;Wu Guangming;3;62
1064;600;1064;Forrest Li;3;46
1065;566;1065;Zhang Tao;3;51
1066;832;1066;Mikhail Gutseriev;3;65
1067;983;1067;Semahat Sevim Arsel;3;95
1068;1253;1068;Tomas Olivo Lopez;3;50
1069;1289;1069;Catherine Lozick;3;78
1070;1535;1070;Michael Jordan;3;61
1071;1597;1071;Eduardo Eurnekian;3;91
1072;900;1072;Jeffrey Talpins;3;48
1073;1406;1073;Prathap Reddy;3;92
1074;1059;1074;Haim Saban;3;79
1075;1322;1075;James Duff;3;62
1076;1323;1075;Thomas Duff;3;67
1077;1034;1077;John Paul DeJoria;3;79
1078;3254;1078;Solina Chau;3;62
1079;1232;1079;Oleg Deripaska;3;56
1080;977;1080;Friede Springer;3;81
1081;1944;1081;Ramesh Juneja;3;68
1082;1051;1082;Erwin Franz Mueller;3;91
1083;1317;1083;Morris Chang;3;92
1084;768;1084;Charles Cohen;3;72
1085;745;1085;Wu Yiling;3;74
1086;2796;1086;Zhang Lei;3;51
1087;909;1087;Ron Burkle;3;71
1088;1176;1088;Ray Davis;3;82
1089;987;1089;Eva Maria Bucher-Haefner;3;67
1090;1158;1090;Thomas Tull;3;53
1091;1043;1091;Ipek Kirac;2,9;39
1092;1080;1092;Lee Yeow Chor;2,9;57
1093;1405;1093;Phillip T. (Terry) Ragon;2,9;74
1094;1697;1094;Olivier Pomel;2,9;46
1095;1035;1095;Bernard Ecclestone and family;2,9;93
1096;815;1096;Xia Zuoquan;2,9;62
1097;1173;1097;Richard Chandler;2,9;65
1098;1392;1098;Chris Larsen;2,9;63
1099;1943;1099;Rajeev Juneja;2,9;58
1100;2219;1100;G. M. Rao;2,9;73
1101;917;1101;Lindsay Fox;2,9;86
1102;1157;1102;Glen Taylor;2,9;82
1103;512;1103;Cheng Xue;2,9;54
1104;1669;1104;Yusuf Hamied;2,9;87
1105;858;1105;Richard Branson;2,9;73
1106;1061;1106;Karthik Sarma;2,9;49
1107;1213;1107;Jurgen Wirtgen;2,9;58
1108;1214;1107;Stefan Wirtgen;2,9;53
1109;772;1109;Ji Qi;2,9;57
1110;1282;1110;Bernard Fraisse and family;2,9;67
1111;1198;1111;C. Dean Metropoulos;2,9;77
1112;348;1112;Liu Jincheng and family;2,9;59
1113;1297;1113;Qiu Jianping and family;2,9;62
1114;1200;1114;Falguni Nayar;2,9;61
1115;1215;1115;Zhao Lixin;2,9;58
1116;662;1116;Chen Hua and family;2,9;58
1117;1210;1117;Julia Thiele-Schuerhoff;2,9;52
1118;1122;1118;Robert Friedland;2,9;73
1119;1063;1119;Daniel Sundheim;2,9;46
1120;1325;1120;John Fisher;2,9;62
1121;1478;1121;Anand Mahindra;2,9;68
1122;1116;1122;Glenn Dubin;2,9;66
1123;1090;1123;Benjamin Otto;2,9;
1124;1156;1124;Evan Spiegel;2,9;33
1125;929;1125;Aristotelis Mistakidis;2,9;62
1126;1075;1126;Du Jiangtao and family;2,9;54
1127;817;1127;Zhang Jian;2,9;55
1128;833;1128;Patrick Lee;2,9;82
1129;2017;1129;Zhang Bangxin;2,9;44
1130;1011;1130;Maja Oeri;2,8;69
1131;1117;1131;N. Murray Edwards;2,8;64
1132;1401;1132;Thi Phuong Thao Nguyen;2,8;53
1133;1251;1133;Lachhman Das Mittal;2,8;93
1134;913;1134;Gustavo Denegri and family;2,8;86
1135;2775;1135;Qiu Guanghe and family;2,8;72
1136;1123;1136;Alexander Frolov;2,8;59
1137;1074;1137;Eleanor Butt Crook and family;2,8;91
1138;1088;1138;Philip Niarchos;2,8;70
1139;1094;1139;Sean Parker;2,8;44
1140;778;1140;Shigenobu Nagamori;2,8;79
1141;1482;1141;Nirmal Minda;2,8;66
1142;962;1142;Kuok Khoon Hong;2,8;74
1143;1091;1143;Maren Otto;2,8;
1144;1815;1144;Chen Tianshi;2,8;39
1145;1225;1145;Herb Chambers;2,8;82
1146;1038;1146;Gu Yuhua and family;2,8;74
1147;1345;1147;Lirio Parisotto;2,8;70
1148;1479;1148;Rafique Malik;2,8;73
1149;1230;1149;Yadu Hari Dalmia and family;2,8;76
1150;1201;1150;James Packer;2,8;56
1151;1762;1151;Alexis Le-Quoc;2,8;49
1152;1268;1152;Oprah Winfrey;2,8;70
1153;1246;1153;Li Hongxin and family;2,8;70
1154;406;1154;Gao Jifan and family;2,8;59
1155;1472;1155;Theodore Leonsis;2,8;68
1156;1135;1156;Maritsa Lazari and family;2,8;79
1157;1110;1157;Harindarpal Banga;2,8;73
1158;1229;1158;Leon G. Cooperman;2,8;80
1159;2220;1159;P.V. Ramprasad Reddy;2,8;65
1160;1204;1160;Alejandro Santo Domingo;2,8;47
1161;1995;1161;Kevin Systrom;2,8;40
1162;967;1162;Daniel Mate;2,8;60
1163;1199;1163;Hans Georg Naeder;2,8;62
1164;3255;1164;Li Liufa and family;2,8;66
1165;1273;1165;Abdulla Al Futtaim and family;2,8;84
1166;1149;1166;Paolo Rocca;2,8;71
1167;1148;1167;Gianfelice Rocca;2,8;75
1168;3176;1168;Zhang Xinghai and family;2,8;61
1169;1092;1169;Ranjan Pai;2,8;51
1170;1165;1170;Felix Baker;2,8;54
1171;1166;1171;Julian Baker;2,8;57
1172;830;1172;Fan Daidi;2,8;58
1173;1353;1173;Alberto Siccardi and family;2,8;79
1174;968;1174;Ravi Modi;2,8;46
1175;834;1175;Leng Youbin;2,7;55
1176;1139;1176;Vincent McMahon;2,7;78
1177;1619;1177;Kentaro Ogawa;2,7;75
1178;1141;1178;Denis O  Brien;2,7;65
1179;1010;1179;Gilles Martin;2,7;60
1180;2905;1180;Michael Saylor;2,7;59
1181;1172;1181;Cen Junda;2,7;59
1182;921;1182;Michael Hintze;2,7;70
1183;640;1183;Hu Kaijun;2,7;62
1184;499;1184;Ibrahim Erdemoglu;2,7;61
1185;1487;1185;Florentino Perez;2,7;76
1186;1077;1186;Sebastian Glaser;2,7;
1187;1096;1187;Su Hua;2,7;42
1188;1062;1188;Sybill Storz;2,7;86
1189;1040;1188;Gudrun Heine;2,7;69
1190;1097;1190;Sun Shoukuan;2,7;74
1191;894;1191;Phil Ruffin;2,7;88
1192;1388;1192;Thomas James;2,7;81
1193;3256;1193;Li Hua;2,7;46
1194;1142;1194;Timm Oberwelland;2,7;
1195;1071;1195;Choo Chong Ngen;2,7;70
1196;1255;1196;John Pritzker;2,7;70
1197;1653;1197;Sanjeev Bikhchandani;2,7;60
1198;1037;1198;Kenneth Feld and family;2,7;75
1199;1159;1199;Bulat Utemuratov;2,7;66
1200;1133;1200;Hans Langer;2,7;72
1201;1244;1201;Brad Kelley;2,7;67
1202;1260;1202;Jeff Sutton;2,7;64
1203;1129;1203;Mustafa Rahmi Koc;2,7;93
1204;2711;1204;Chen Fashu;2,7;63
1205;998;1205;Feng Hailiang;2,7;63
1206;1266;1206;Peter Unger;2,7;79
1207;1291;1207;Jed McCaleb;2,7;49
1208;1825;1208;Daniel Dines;2,7;52
1209;1484;1209;Eugene Murtagh;2,7;81
1210;1153;1210;Christiane Schoeller;2,7;
1211;1224;1211;Vivek Chand Burman;2,7;86
1212;941;1212;Roman Trotsenko;2,7;53
1213;1286;1213;Peter Hargreaves;2,7;77
1214;892;1214;Julio Ponce Lerou;2,7;78
1215;1498;1215;Edward Stack;2,7;69
1216;1006;1216;Egor Kulkov;2,7;52
1217;952;1217;Deng Wen;2,6;55
1218;1481;1218;Kiran Mazumdar-Shaw;2,6;70
1219;3160;1219;John Dorrance III;2,6;80
1220;1300;1220;Arnout Schuijff;2,6;56
1221;1270;1221;Xie Weitong;2,6;67
1222;1164;1222;Ben Ashkenazy;2,6;54
1223;1167;1223;David Baszucki;2,6;61
1224;1112;1224;Anne Beaufour;2,6;60
1225;1113;1224;Henri Beaufour;2,6;58
1226;770;1226;Huang Li;2,6;60
1227;1626;1227;Dwight Schar;2,6;82
1228;1709;1228;Tran Dinh Long;2,6;63
1229;1007;1229;Lin Ming-hsiung;2,6;74
1230;2840;1230;Fred Ehrsam;2,6;35
1231;1275;1231;Koos Bekker;2,6;71
1232;1295;1232;Daniel Pritzker;2,6;64
1233;1099;1233;Tung Chee Hwa;2,6;86
1234;3161;1234;Bernard Saul II and family;2,6;91
1235;1412;1235;Kavitark Ram Shriram;2,6;67
1236;1887;1236;Alan Wilson;2,6;83
1237;1888;1236;Bruce Wilson;2,6;77
1238;1889;1236;John Wilson;2,6;86
1239;878;1239;Mohed Altrad;2,6;75
1240;3169;1240;Ruan Hongliang;2,6;63
1241;910;1241;Chen Kaixuan;2,6;65
1242;1710;1242;Alan Trefler;2,6;67
1243;3165;1243;Sun Guangxin;2,6;61
1244;1189;1244;Henry Laufer;2,6;78
1245;1308;1245;Jerry Yang;2,6;55
1246;2733;1246;Xie Liangzhi and family;2,6;58
1247;990;1247;Chan Tan Ching-fen;2,6;
1248;1521;1248;Wilhelm Beier and family;2,6;67
1249;1311;1249;Mortimer Zuckerman;2,6;86
1250;1082;1250;Dmitry Mazepin;2,6;55
1251;1471;1251;Christian Latouche and family;2,6;83
1252;1321;1252;K. Dinesh;2,6;69
1253;2294;1253;Balkrishan Goenka;2,6;57
1254;2015;1254;Michael Minhong Yu;2,6;62
1255;1128;1255;Kei Hoi Pang;2,6;58
1256;1590;1256;Sol Daurella;2,6;58
1257;2036;1257;Reinold Geiger;2,6;76
1258;1085;1258;Taha Mikati;2,6;79
1259;1252;1259;Bobby Murphy;2,6;35
