ID;User_ID;Table_rank_2024_09;Person;net_worth_inBillionUSD_2024_09;Age_of_person_2024_09;Date_of_data
495;593;494;Doug Meijer;6,6;70;2024-09-30
496;594;494;Hank Meijer;6,6;72;2024-09-30
497;469;497;Wolfgang Marguerre;6,5;83;2024-09-30
498;639;498;Daniel Tsai;6,5;68;2024-09-30
499;543;499;Jim Davis;6,5;81;2024-09-30
500;431;500;Jaran Chiaravanont;6,5;94;2024-09-30
501;773;501;Rajiv Bajaj;6,5;57;2024-09-30
502;774;501;Sanjiv Bajaj;6,5;54;2024-09-30
503;298;503;Zhang Yong;6,5;54;2024-09-30
504;426;504;Frank Lowy;6,5;93;2024-09-30
505;425;505;Joe Lewis;6,5;87;2024-09-30
506;341;506;Philippe Laffont;6,5;57;2024-09-30
507;418;507;Alexander Abramov;6,4;65;2024-09-30
508;458;508;Wu Jianshu;6,4;60;2024-09-30
509;795;509;Juan Roig;6,4;74;2024-09-30
510;456;510;Teddy Sagi;6,4;52;2024-09-30
511;395;511;Dmitry Rybolovlev;6,4;57;2024-09-30
512;519;512;Sami Mnaymneh;6,4;63;2024-09-30
513;521;512;Tony Tamer;6,4;66;2024-09-30
514;448;514;Maria Angelicoussis;6,4;42;2024-09-30
515;785;515;Vyacheslav Kim;6,4;55;2024-09-30
516;870;516;Peter Gilgan;6,4;73;2024-09-30
517;689;517;Vinod Rai Gupta;6,4;79;2024-09-30
518;271;518;Rocco Commisso;6,4;74;2024-09-30
519;640;519;Richard Tsai;6,3;67;2024-09-30
520;404;520;Maria Asuncion Aramburuzabala;6,3;61;2024-09-30
521;280;521;Robin Li;6,3;55;2024-09-30
522;375;522;Xu Shihui;6,3;66;2024-09-30
523;551;523;Rudolf Maag;6,3;78;2024-09-30
524;739;524;Rakesh Gangwal;6,3;71;2024-09-30
525;497;525;Lynda Resnick;6,3;81;2024-09-30
526;498;525;Stewart Resnick;6,3;87;2024-09-30
527;913;527;Roger Penske;6,3;87;2024-09-30
528;547;528;Tom Golisano;6,3;82;2024-09-30
529;403;529;Stef Wertheimer;6,3;98;2024-09-30
530;437;530;Patrick Soon-Shiong;6,2;72;2024-09-30
531;605;531;Joseph Liemandt;6,2;56;2024-09-30
532;474;532;Paul Singer;6,2;80;2024-09-30
533;597;533;Fred Smith;6,2;80;2024-09-30
534;528;534;Dona Bertarelli;6,2;56;2024-09-30
535;536;535;Janice McNair;6,2;88;2024-09-30
536;480;536;Mahendra Choksi;6,2;83;2024-09-30
537;571;537;Maria Fernanda Amorim;6,2;89;2024-09-30
538;361;538;Kjeld Kirk Kristiansen;6,2;76;2024-09-30
539;501;539;Ronald Wanek;6,1;83;2024-09-30
540;652;540;Min Kao;6,1;75;2024-09-30
541;534;541;Michel Leclercq;6,1;85;2024-09-30
542;479;542;Patrizio Bertelli;6,1;78;2024-09-30
543;1122;543;Karsanbhai Patel;6,1;80;2024-09-30
544;281;544;Liu Yonghao;6,1;73;2024-09-30
545;485;545;Miuccia Prada;6,1;75;2024-09-30
546;657;546;Michael Moritz;6,1;70;2024-09-30
547;337;547;Don Vultaggio;6,0;72;2024-09-30
548;93;548;Carl Icahn;6,0;88;2024-09-30
549;690;549;John Henry;6,0;75;2024-09-30
550;606;550;Theo Mueller;6,0;84;2024-09-30
551;464;551;Archie Aldis Emmerson;6,0;95;2024-09-30
552;234;552;Chase Coleman III;6,0;49;2024-09-30
553;750;553;Elizabeth Uihlein;6,0;79;2024-09-30
554;751;553;Richard Uihlein;6,0;79;2024-09-30
555;192;555;Luo Liguo;6,0;68;2024-09-30
556;500;556;Mark Walter;6,0;64;2024-09-30
557;406;557;Frits Goldschmeding;6,0;91;2024-09-30
558;742;558;Li Xiang;6,0;43;2024-09-30
559;940;559;Jeff T. Green;6,0;47;2024-09-30
560;591;560;Forrest Li;5,9;46;2024-09-30
561;663;561;Tahir;5,9;72;2024-09-30
562;527;562;Robert Bass;5,9;76;2024-09-30
563;502;563;Erich Wesjohann;5,9;79;2024-09-30
564;644;564;Herbert Wertheim;5,9;85;2024-09-30
565;352;565;Yuri Milner;5,9;62;2024-09-30
566;1032;566;Vikas Oberoi;5,9;54;2024-09-30
567;509;567;Ananda Krishnan;5,8;86;2024-09-30
568;3017;568;Robert Hale Jr;5,8;58;2024-09-30
569;1301;569;Justin Ishbia;5,8;47;2024-09-30
570;542;570;Zhu Yan;5,8;53;2024-09-30
571;1508;571;Rajiv Jain;5,8;56;2024-09-30
572;762;572;Mikhail Lomtadze;5,8;48;2024-09-30
573;491;573;Rick Caruso;5,8;65;2024-09-30
574;386;574;Annette Lerner;5,8;94;2024-09-30
575;581;575;Tim Sweeney;5,7;53;2024-09-30
576;583;576;Mark Cuban;5,7;66;2024-09-30
577;370;577;John A. Sobrato;5,7;85;2024-09-30
578;3726;578;Zong Fuli;5,7;42;2024-09-30
579;539;579;Thomas Straumann;5,7;61;2024-09-30
580;440;580;Clive Calder;5,7;77;2024-09-30
581;1224;581;Lachhman Das Mittal;5,7;93;2024-09-30
582;925;582;Udo Tschira;5,7;55;2024-09-30
583;924;582;Harald Tschira;5,7;50;2024-09-30
584;3160;582;Gerda Tschira;5,7;;2024-09-30
585;675;585;Igor Kesaev;5,7;57;2024-09-30
586;693;586;Dan Kurzius;5,7;52;2024-09-30
587;325;587;Zhang Hejun;5,7;72;2024-09-30
588;582;588;Bert Beveridge;5,7;62;2024-09-30
589;1649;589;George Kurtz;5,7;54;2024-09-30
590;1297;590;Daniel Ek;5,6;41;2024-09-30
591;3704;591;Peter Cancro;5,6;67;2024-09-30
592;858;592;Yi Zheng;5,6;53;2024-09-30
593;746;593;Yasumitsu Shigeta;5,6;59;2024-09-30
594;512;594;Mark Scheinberg;5,6;50;2024-09-30
595;575;595;Andre Esteves;5,6;56;2024-09-30
596;290;596;John Reece;5,6;67;2024-09-30
597;3155;597;Maerta Schoerling Andreen;5,6;40;2024-09-30
598;3156;597;Sofia Hoegberg Schoerling;5,6;45;2024-09-30
599;287;599;Andrew Currie;5,6;68;2024-09-30
600;3025;600;T.S. Kalyanaraman;5,6;77;2024-09-30
601;3161;601;Renuka Jagtiani;5,6;70;2024-09-30
602;538;602;Alexandra Schoerghuber;5,6;66;2024-09-30
603;1127;603;Jeff Rothschild;5,6;69;2024-09-30
604;558;604;Michael Ashley;5,6;60;2024-09-30
605;488;605;Stefan Reimann-Andersen;5,6;61;2024-09-30
606;487;605;Matthias Reimann-Andersen;5,6;59;2024-09-30
607;486;605;Wolfgang Reimann;5,6;71;2024-09-30
608;489;605;Renate Reimann-Haas;5,6;72;2024-09-30
609;450;609;Lai Meisong;5,6;53;2024-09-30
610;819;610;Margarita Louis-Dreyfus;5,6;62;2024-09-30
611;735;611;Francesco Gaetano Caltagirone;5,6;81;2024-09-30
612;741;612;Martha Ingram;5,5;89;2024-09-30
613;645;613;Shari Arison;5,5;67;2024-09-30
614;1288;614;Sanjit Biswas;5,5;42;2024-09-30
615;683;615;Ken Xie;5,5;61;2024-09-30
616;530;616;Martin Haefner;5,5;70;2024-09-30
617;729;617;Tsai Hong-tu;5,5;72;2024-09-30
618;553;618;Mark Shoen;5,5;73;2024-09-30
619;584;619;Charles Dolan;5,5;97;2024-09-30
620;1663;620;Satyanarayan Nuwal;5,4;72;2024-09-30
621;1470;621;Venu Srinivasan;5,4;71;2024-09-30
622;638;622;Jon Stryker;5,4;66;2024-09-30
623;555;623;Chairul Tanjung;5,4;62;2024-09-30
624;703;624;Torbjorn Tornqvist;5,4;70;2024-09-30
625;3169;625;Steve Lavin;5,4;69;2024-09-30
626;641;626;Frank Wang;5,4;43;2024-09-30
627;579;627;Thomas Secunda;5,4;70;2024-09-30
628;880;628;Gil Shwed;5,4;56;2024-09-30
629;1287;629;John Bicket;5,4;44;2024-09-30
630;984;630;Vivek Jain;5,4;69;2024-09-30
631;748;631;Tsai Cheng-ta;5,3;74;2024-09-30
632;744;632;Chandru Raheja;5,3;84;2024-09-30
633;2679;633;Jeffrey Lurie;5,3;73;2024-09-30
634;615;634;Margot Birmingham Perot;5,3;90;2024-09-30
635;1792;635;Tench Coxe;5,3;66;2024-09-30
636;701;636;Steven Spielberg;5,3;77;2024-09-30
637;2687;637;Ernest Garcia  III;5,3;42;2024-09-30
638;607;638;N.R. Narayana Murthy;5,3;78;2024-09-30
639;733;639;Zhu Baoguo;5,3;62;2024-09-30
640;1223;640;Willy Michel;5,3;77;2024-09-30
641;718;641;Jorge Moll Filho;5,2;79;2024-09-30
642;603;642;Dietmar Hopp;5,2;84;2024-09-30
643;3157;643;Dorothy Chao Jenkins;5,2;79;2024-09-30
644;3158;643;Albert Chao;5,2;75;2024-09-30
645;3159;643;James Chao;5,2;77;2024-09-30
646;540;646;Murat Ulker;5,2;65;2024-09-30
647;471;647;Mitchell Rales;5,2;68;2024-09-30
648;776;648;Jim Coulter;5,2;64;2024-09-30
649;507;649;Gao Dekang;5,2;72;2024-09-30
650;658;650;Jean Pritzker;5,2;62;2024-09-30
651;943;651;Miguel Krigsner;5,2;74;2024-09-30
652;526;652;Ron Baron;5,2;81;2024-09-30
653;807;653;Claudio Del Vecchio;5,2;67;2024-09-30
654;1471;654;Edward Stack;5,2;69;2024-09-30
655;660;655;Jeff Skoll;5,2;59;2024-09-30
656;802;656;Rocco Basilico;5,2;35;2024-09-30
657;833;657;Nicoletta Zampillo;5,2;66;2024-09-30
658;812;657;Paola Del Vecchio;5,2;63;2024-09-30
659;810;657;Luca Del Vecchio;5,2;23;2024-09-30
660;809;657;Leonardo Maria Del Vecchio;5,2;29;2024-09-30
661;811;657;Marisa Del Vecchio;5,2;66;2024-09-30
662;808;657;Clemente Del Vecchio;5,2;20;2024-09-30
663;600;663;Russ Weiner;5,2;54;2024-09-30
664;1271;664;Rajan Raheja;5,1;70;2024-09-30
665;745;665;Trevor Rees-Jones;5,1;73;2024-09-30
666;1212;666;Bill Haslam;5,1;66;2024-09-30
667;430;667;Cai Kui;5,1;61;2024-09-30
668;242;668;Stefano Pessina;5,1;83;2024-09-30
669;853;669;Herb Simon;5,1;89;2024-09-30
670;545;670;Dagmar Dolby;5,1;83;2024-09-30
671;522;671;Tse Ping;5,1;72;2024-09-30
672;3162;672;Firoz Mistry;5,1;27;2024-09-30
673;3163;672;Zahan Mistry;5,1;25;2024-09-30
674;635;674;Gwendolyn Sontheim Meyer;5,1;62;2024-09-30
675;453;675;Li Ge;5,1;57;2024-09-30
676;1125;676;Paolo Rocca;5,1;71;2024-09-30
677;1124;677;Gianfelice Rocca;5,1;76;2024-09-30
678;1627;678;Alejandro Bulgheroni;5,1;79;2024-09-30
679;610;679;Hussain Sajwani;5,1;71;2024-09-30
680;588;680;Andre Koo Sr.;5,1;57;2024-09-30
681;855;681;Stefan von Holtzbrinck;5,1;61;2024-09-30
682;686;682;Ben Chestnut;5,1;50;2024-09-30
683;1426;683;Gordon Getty;5,0;90;2024-09-30
684;997;684;Erik Selin;5,0;57;2024-09-30
685;541;685;Chip Wilson;5,0;67;2024-09-30
686;273;686;Lin Shu-hong;5,0;96;2024-09-30
687;763;687;Tom Morris;5,0;70;2024-09-30
688;1007;688;Isak Andic;5,0;70;2024-09-30
689;679;689;Arturo Moreno;5,0;78;2024-09-30
690;1030;690;Georg Nemetschek;5,0;90;2024-09-30
691;608;691;Odd Reitan;5,0;73;2024-09-30
692;630;692;Daryl Katz;5,0;63;2024-09-30
693;1148;693;Cen Junda;5,0;60;2024-09-30
694;967;694;George Bishop;5,0;86;2024-09-30
695;249;695;Wang Jianlin;5,0;70;2024-09-30
696;523;696;Romesh T. Wadhwani;5,0;77;2024-09-30
697;1430;697;Sanjiv Goenka;5,0;63;2024-09-30
698;738;698;Stephen Feinberg;5,0;64;2024-09-30
699;506;699;Robert Faith;5,0;60;2024-09-30
700;1047;700;Garrett Camp;5,0;45;2024-09-30
701;1786;701;Chen Tianshi;5,0;39;2024-09-30
702;535;702;George Lucas;4,9;80;2024-09-30
703;549;703;Bidzina Ivanishvili;4,9;68;2024-09-30
704;1167;704;Mark Leonard;4,9;68;2024-09-30
705;632;705;Dinara Kulibaeva;4,9;57;2024-09-30
706;3389;705;Timur Kulibayev;4,9;58;2024-09-30
707;672;707;Antti Herlin;4,9;67;2024-09-30
708;475;708;Sergio Stevanato;4,9;81;2024-09-30
709;699;709;Isaac Perlmutter;4,9;81;2024-09-30
710;753;710;William Berkley;4,9;78;2024-09-30
711;768;711;John Sall;4,9;76;2024-09-30
712;1011;712;James Clark;4,9;80;2024-09-30
713;633;713;Ian Livingstone;4,8;62;2024-09-30
714;634;713;Richard Livingstone;4,8;59;2024-09-30
715;985;715;Friedrich Knapp;4,8;73;2024-09-30
716;604;716;Jiang Bin;4,8;58;2024-09-30
717;3109;717;Li Hua;4,8;46;2024-09-30
718;1215;718;Baba Kalyani;4,8;75;2024-09-30
719;715;719;James Irsay;4,8;65;2024-09-30
720;662;720;Djoko Susanto;4,8;74;2024-09-30
721;917;721;Klaus-Peter Schulenberg;4,8;73;2024-09-30
722;654;722;Eric Lefkofsky;4,8;55;2024-09-30
723;524;723;Hansjoerg Wyss;4,8;89;2024-09-30
724;564;724;Helen Johnson-Leipold;4,8;67;2024-09-30
725;926;725;Vincent Viola;4,8;68;2024-09-30
726;3689;726;George Economou;4,8;71;2024-09-30
727;800;727;Zeng Fangqin;4,8;58;2024-09-30
728;709;728;Chen Dongsheng;4,8;66;2024-09-30
729;659;729;E. Joe Shoen;4,8;74;2024-09-30
730;677;730;Joao Moreira Salles;4,8;62;2024-09-30
731;678;730;Walther Moreira Salles Junior;4,8;68;2024-09-30
732;576;732;Carlo Fidani;4,8;69;2024-09-30
733;2641;733;Charles B. Johnson;4,8;91;2024-09-30
734;1085;734;Madhur Bajaj;4,8;72;2024-09-30
735;1087;734;Shekhar Bajaj;4,8;76;2024-09-30
736;1086;736;Niraj Bajaj;4,8;69;2024-09-30
737;589;737;Ronald Lauder;4,8;80;2024-09-30
738;822;738;Dirk Rossmann;4,8;78;2024-09-30
739;820;739;Prasert Prasarttong-Osoth;4,7;91;2024-09-30
740;2798;740;Michael Saylor;4,7;59;2024-09-30
741;559;741;Tomasz Biernacki;4,7;51;2024-09-30
742;537;742;Ugur Sahin;4,7;59;2024-09-30
743;567;743;Winifred J. Marquart;4,7;65;2024-09-30
744;832;744;Yang Shaopeng;4,7;66;2024-09-30
745;484;745;Michael Pieper;4,7;78;2024-09-30
746;562;746;H. Fisk Johnson;4,7;66;2024-09-30
747;563;747;S. Curtis Johnson;4,7;69;2024-09-30
748;837;748;Igor Altushkin;4,7;54;2024-09-30
749;1103;749;Nithin Kamath;4,7;44;2024-09-30
750;770;750;Richard Schulze;4,7;83;2024-09-30
751;246;751;Abdulsamad Rabiu;4,7;64;2024-09-30
752;586;752;Fan Hongwei;4,7;57;2024-09-30
753;2702;753;Hamilton James;4,7;73;2024-09-30
754;831;754;Michael Xie;4,7;55;2024-09-30
755;613;755;Samuel Yin;4,7;74;2024-09-30
756;1064;756;Akira Mori;4,6;88;2024-09-30
757;712;757;Giuseppe De Longhi;4,6;85;2024-09-30
758;732;758;Yu Renrong;4,6;58;2024-09-30
759;1331;759;Jayshree Ullal;4,6;63;2024-09-30
760;674;760;Jeremy Jacobs Sr;4,6;84;2024-09-30
761;931;761;Cho Tak Wong;4,6;78;2024-09-30
762;710;762;Mong-Koo Chung;4,6;86;2024-09-30
763;557;763;Zhang Tao;4,6;51;2024-09-30
764;775;764;Leonid Boguslavsky;4,6;73;2024-09-30
765;743;765;H. Ross Perot Jr;4,6;65;2024-09-30
766;707;766;James Cargill II.;4,6;75;2024-09-30
767;717;766;Marianne Liebmann;4,6;71;2024-09-30
768;3018;766;Austen Cargill II.;4,6;73;2024-09-30
769;702;769;Jerzy Starak;4,6;76;2024-09-30
770;592;770;Richard Li;4,6;57;2024-09-30
771;881;771;Stephen Smith;4,6;73;2024-09-30
772;736;772;Barry Diller;4,6;82;2024-09-30
773;1489;773;Anu Aga;4,6;82;2024-09-30
774;552;774;Emanuele Saputo;4,6;87;2024-09-30
775;1532;775;Michal Strnad;4,6;32;2024-09-30
776;3047;776;Wang Ning;4,5;37;2024-09-30
777;887;777;Takao Yasuda;4,5;75;2024-09-30
778;784;778;Peter Kellogg;4,5;82;2024-09-30
779;625;779;Juan Carlos Escotet;4,5;65;2024-09-30
780;669;780;John Catsimatidis;4,5;76;2024-09-30
781;3231;781;Liu Wei;4,5;37;2024-09-30
782;1455;782;Nirmal Minda;4,5;66;2024-09-30
783;554;783;Dan Snyder;4,5;59;2024-09-30
784;920;784;Shen Guojun;4,5;62;2024-09-30
785;1272;785;Matthias Reinhart;4,5;64;2024-09-30
786;692;786;Koon Poh Keong;4,5;63;2024-09-30
787;859;787;Eric Yuan;4,5;54;2024-09-30
788;628;788;Johnelle Hunt;4,5;92;2024-09-30
789;918;789;Lynn Schusterman;4,5;85;2024-09-30
790;1524;790;Clive Palmer;4,5;70;2024-09-30
791;550;791;Lim Hariyanto Wijaya Sarwono;4,5;95;2024-09-30
792;1096;792;Abhay Firodia;4,5;79;2024-09-30
793;749;793;Steven Udvar-Hazy;4,4;78;2024-09-30
794;929;794;Jon Yarbrough;4,4;67;2024-09-30
795;964;795;Abdulla bin Ahmad Al Ghurair;4,4;;2024-09-30
796;847;796;Steven Klinsky;4,4;68;2024-09-30
797;1270;797;Qiu Jianping;4,4;62;2024-09-30
798;1097;798;Bruce Flatt;4,4;59;2024-09-30
799;626;799;Jose E. Feliciano;4,4;51;2024-09-30
800;799;800;Xia Zuoquan;4,4;62;2024-09-30
801;696;801;Gail Miller;4,4;80;2024-09-30
802;806;802;Daniel DAniello;4,4;78;2024-09-30
803;793;803;Melanie Perkins;4,4;37;2024-09-30
804;792;803;Cliff Obrecht;4,4;38;2024-09-30
805;759;805;Jason Jiang;4,4;51;2024-09-30
806;624;806;Behdad Eghbali;4,4;48;2024-09-30
807;460;807;James Chambers;4,4;67;2024-09-30
808;476;808;Margaretta Taylor;4,4;82;2024-09-30
809;472;809;Katharine Rayner;4,4;79;2024-09-30
810;884;810;Carl Thoma;4,4;75;2024-09-30
811;3111;811;Xiang Guangda;4,4;66;2024-09-30
812;1304;812;Bom Kim;4,4;46;2024-09-30
813;520;813;Kjell Inge Rokke;4,4;65;2024-09-30
814;631;814;Andrei Kozitsyn;4,4;64;2024-09-30
815;653;815;Marc Ladreit de Lacharriere;4,4;83;2024-09-30
816;1129;816;Christiane Schoeller;4,4;;2024-09-30
817;932;817;John Coates;4,3;54;2024-09-30
818;3243;818;Luo Yuhao;4,3;35;2024-09-30
819;708;819;Vanich Chaiyawan;4,3;92;2024-09-30
820;646;820;Pyotr Aven;4,3;69;2024-09-30
821;681;821;Donald Sterling;4,3;90;2024-09-30
822;941;822;Reed Hastings;4,3;63;2024-09-30
823;700;823;Shaul Shani;4,3;69;2024-09-30
824;771;824;Yitzhak Tshuva;4,3;76;2024-09-30
825;899;825;David Filo;4,3;58;2024-09-30
826;3722;826;Lee Thiam Wah;4,3;60;2024-09-30
827;874;827;Akio Nitori;4,3;80;2024-09-30
828;705;828;Zhang Daocai;4,3;74;2024-09-30
829;543;829;Jim Davis;4,3;64;2024-09-30
830;902;830;Senapathy Gopalakrishnan;4,3;69;2024-09-30
831;791;831;Masahiro Noda;4,3;86;2024-09-30
832;850;832;Hiroshi Mikitani;4,3;59;2024-09-30
833;958;832;Renzo Rosso;4,3;69;2024-09-30
834;637;834;Pham Nhat Vuong;4,3;56;2024-09-30
835;986;835;Egor Kulkov;4,3;52;2024-09-30
836;3019;836;Jian Yao;4,3;;2024-09-30
837;676;837;Mary Alice Dorrance Malone;4,2;74;2024-09-30
838;1035;838;Arvind Poddar;4,2;66;2024-09-30
839;585;839;Jack Dorsey;4,2;47;2024-09-30
840;933;840;Ryan Cohen;4,2;39;2024-09-30
841;790;841;Masahiro Miki;4,2;69;2024-09-30
842;668;842;Nick Caporella;4,2;88;2024-09-30
843;393;843;Jian Jun;4,2;60;2024-09-30
844;740;844;Joseph Grendys;4,2;62;2024-09-30
845;1056;845;Adi Godrej;4,2;82;2024-09-30
846;1057;845;Jamshyd Godrej;4,2;75;2024-09-30
847;1101;845;Nadir Godrej;4,2;73;2024-09-30
848;1051;845;Smita Crishna-Godrej;4,2;73;2024-09-30
849;1065;845;Rishad Naoroji;4,2;73;2024-09-30
850;755;850;Yakir Gabay;4,1;58;2024-09-30
851;1429;851;Harsh Goenka;4,1;66;2024-09-30
852;961;852;Timur Turlov;4,1;36;2024-09-30
853;2153;853;Alexander Karp;4,1;57;2024-09-30
854;956;854;Penny Pritzker;4,1;65;2024-09-30
855;828;855;Thomas Siebel;4,1;71;2024-09-30
856;1625;856;Sanjeev Bikhchandani;4,1;61;2024-09-30
857;767;857;Anthony Pritzker;4,1;63;2024-09-30
858;849;858;John Middleton;4,1;69;2024-09-30
859;777;859;Nicolas DIeteren;4,1;49;2024-09-30
860;3705;860;Neal Aronson;4,1;59;2024-09-30
861;1290;861;Morris Chang;4,1;93;2024-09-30
862;779;862;Bob Gaglardi;4,1;83;2024-09-30
863;218;863;Tatyana Bakalchuk;4,1;48;2024-09-30
864;618;864;Peter Grogg;4,1;82;2024-09-30
865;872;865;Pablo Legorreta;4,0;60;2024-09-30
866;342;866;Liu Jincheng;4,0;60;2024-09-30
867;1186;867;Anna Katharina Viessmann;4,0;;2024-09-30
868;438;868;Rinat Akhmetov;4,0;58;2024-09-30
869;778;869;Beatriz Davila de Santo Domingo;4,0;85;2024-09-30
870;1071;870;Madhukar Parekh;4,0;77;2024-09-30
871;3106;871;Carlos Hank Rhon;4,0;76;2024-09-30
872;366;872;Lin Jianhua;4,0;62;2024-09-30
873;839;873;Acharya Balkrishna;4,0;52;2024-09-30
874;1873;874;Zhang Xuexin;4,0;77;2024-09-30
875;1145;875;Wesley Batista;4,0;51;2024-09-30
876;1144;875;Joesley Batista;4,0;52;2024-09-30
877;895;877;Brunello Cucinelli;4,0;71;2024-09-30
878;680;878;Peter Spuhler;4,0;65;2024-09-30
879;905;879;Hu Baifan;4,0;62;2024-09-30
880;1227;880;Eren Ozmen;4,0;66;2024-09-30
881;1130;881;Salil Singhal;4,0;77;2024-09-30
882;879;882;Shen Neil;4,0;56;2024-09-30
883;823;883;Arkady Rotenberg;4,0;72;2024-09-30
884;2187;884;G. M. Rao;4,0;74;2024-09-30
885;814;885;Fan Daidi;4,0;58;2024-09-30
886;2858;886;Adam Foroughi;4,0;44;2024-09-30
887;939;887;Sergei Gordeev;4,0;51;2024-09-30
888;840;888;Markus Blocher;3,9;53;2024-09-30
889;1262;889;Catherine Lozick;3,9;79;2024-09-30
890;651;890;Dewi Kam;3,9;74;2024-09-30
891;876;891;Rodger Riney;3,9;78;2024-09-30
892;1238;892;Donald Trump;3,9;78;2024-09-30
893;1347;893;J. Hyatt Brown;3,9;87;2024-09-30
894;765;894;Daniel Och;3,9;63;2024-09-30
895;922;895;Pat Stryker;3,9;68;2024-09-30
896;1451;896;Anand Mahindra;3,9;69;2024-09-30
897;766;897;Horst Paulmann;3,9;89;2024-09-30
898;647;898;Chan Laiwa;3,9;83;2024-09-30
899;590;899;Li Chunan;3,9;55;2024-09-30
900;3178;900;Wang Weixiu;3,9;73;2024-09-30
901;3170;901;Jean-Louis van der Velde;3,9;;2024-09-30
902;3168;901;Paolo Ardoino;3,9;;2024-09-30
903;1092;903;Andrei Bokarev;3,9;57;2024-09-30
904;975;904;William Conway Jr;3,9;75;2024-09-30
905;851;905;Bob Parsons;3,9;73;2024-09-30
906;782;906;Alan Howard;3,9;61;2024-09-30
907;989;907;Harsh Mariwala;3,9;73;2024-09-30
908;781;908;Pansy Ho;3,9;62;2024-09-30
909;629;909;Marian Ilitch;3,9;91;2024-09-30
910;478;910;Zhao Yan;3,9;57;2024-09-30
911;796;911;Lawrence Stroll;3,9;65;2024-09-30
912;817;912;Leng Youbin;3,9;55;2024-09-30
913;3727;913;Mike Brown;3,9;89;2024-09-30
914;1050;914;Euisun Chung;3,9;53;2024-09-30
915;2197;915;Stephan Schnabel;3,8;49;2024-09-30
916;957;916;Theodore Rachmat;3,8;80;2024-09-30
917;860;917;Charles Zegar;3,8;76;2024-09-30
918;1073;918;Stewart Rahr;3,8;78;2024-09-30
919;667;919;Hubert Burda;3,8;84;2024-09-30
920;1263;920;Kalanithi Maran;3,8;59;2024-09-30
921;1462;921;Leonid Radvinsky;3,8;42;2024-09-30
922;838;922;Ramon Ang;3,8;70;2024-09-30
923;992;923;John Paulson;3,8;68;2024-09-30
924;1265;924;Fatih Ozmen;3,8;66;2024-09-30
925;619;925;Christian Haub;3,8;60;2024-09-30
926;786;926;Josh Kushner;3,8;39;2024-09-30
927;1044;927;Zhou Jianping;3,8;64;2024-09-30
928;878;928;Naguib Sawiris;3,8;70;2024-09-30
929;2188;929;P.V. Ramprasad Reddy;3,8;66;2024-09-30
930;650;930;Rupert Johnson Jr;3,8;84;2024-09-30
931;915;931;David Rubenstein;3,8;75;2024-09-30
932;845;932;Amos Hostetter Jr;3,8;87;2024-09-30
933;3690;933;Evangelos Marinakis;3,8;57;2024-09-30
934;3021;934;Scott Crabill;3,8;54;2024-09-30
935;666;935;Danielle Bellon;3,8;84;2024-09-30
936;869;936;John Gandel;3,8;90;2024-09-30
937;821;937;Ira Rennert;3,8;90;2024-09-30
938;577;938;Hong Ra-hee;3,8;79;2024-09-30
939;1061;939;Drayton McLane Jr;3,8;88;2024-09-30
940;3020;940;Holden Spaht;3,7;50;2024-09-30
941;885;941;Todd Wanek;3,7;60;2024-09-30
942;787;942;Samuel Tak Lee;3,7;85;2024-09-30
943;685;943;Sid Bass;3,7;82;2024-09-30
944;852;944;J. Joe Ricketts;3,7;83;2024-09-30
945;3022;945;Seth Boro;3,7;49;2024-09-30
946;2862;946;Mikhail Gutseriev;3,7;66;2024-09-30
947;505;947;Cheng Xue;3,7;54;2024-09-30
948;1159;948;Stewart Horejsi;3,7;87;2024-09-30
949;936;949;Kuldip Singh Dhingra;3,7;77;2024-09-30
950;935;949;Gurbachan Singh Dhingra;3,7;74;2024-09-30
951;3167;951;Ren Xiaoqing;3,7;;2024-09-30
952;3165;951;Maggie Gu;3,7;;2024-09-30
953;3166;951;Molly Miao;3,7;;2024-09-30
954;1237;954;Byron Trott;3,7;65;2024-09-30
955;1213;955;J. Tomilson Hill;3,7;76;2024-09-30
956;1078;956;Meg Whitman;3,7;68;2024-09-30
957;1201;957;Andrew Cherng;3,7;77;2024-09-30
958;1202;957;Peggy Cherng;3,7;76;2024-09-30
959;1134;959;Thomas Tull;3,7;54;2024-09-30
960;3171;960;Zhou Chaonan;3,7;64;2024-09-30
961;1316;961;David Murdock;3,7;101;2024-09-30
962;1120;962;Yuji Otsuka;3,7;70;2024-09-30
963;954;963;Katharina Otto-Bernstein;3,7;60;2024-09-30
964;813;964;Walter P.J. Droege;3,7;71;2024-09-30
965;938;965;Charles Edelstenne;3,7;86;2024-09-30
966;794;966;J.B. Pritzker;3,7;59;2024-09-30
967;1052;967;Eleanor Butt Crook;3,7;92;2024-09-30
968;275;968;Yao Liangsong;3,7;60;2024-09-30
969;3175;969;Alexandre Van Damme;3,7;62;2024-09-30
970;601;970;Xue Min;3,7;67;2024-09-30
971;928;971;Steve Wynn;3,7;82;2024-09-30
972;3174;972;Walter Wang;3,7;59;2024-09-30
973;1277;973;Tsai Ming-kai;3,7;74;2024-09-30
974;671;974;Luca Garavoglia;3,7;55;2024-09-30
975;1434;975;Hortensia Herrero;3,6;74;2024-09-30
976;587;976;Vladimir Kim;3,6;63;2024-09-30
977;2305;977;Kailashchandra Nuwal;3,6;67;2024-09-30
978;1102;978;Maggie Hardy;3,6;58;2024-09-30
979;1123;979;Richard Peery;3,6;86;2024-09-30
