ID;User_ID;Table_rank_2021;Person;net_worth_in_BillionUSD_2021;Age_of_person_2021;year
1;3;1;Jeff Bezos;177;57;2021
2;2;2;Elon Musk;151;49;2021
3;1;3;Bernard Arnault;150;72;2021
4;6;4;Bill Gates;124;65;2021
5;16;5;Mark Zuckerberg;97;36;2021
6;5;6;Warren Buffett;96;90;2021
7;4;7;Larry Ellison;93;76;2021
8;12;8;Larry Page;91,5;48;2021
9;14;9;Sergey Brin;89;47;2021
10;9;10;Mukesh Ambani;84,5;64;2021
11;13;11;Amancio Ortega;77;85;2021
12;11;12;Francoise Bettencourt Meyers;73,6;67;2021
13;15;13;Zhong Shanshan;68,9;66;2021
14;10;14;Steve Ballmer;68,7;65;2021
15;34;15;Ma Huateng;65,8;49;2021
16;8;16;Carlos Slim Helu;62,8;81;2021
17;21;17;Alice Walton;61,8;71;2021
18;19;18;Jim Walton;60,2;72;2021
19;20;19;Rob Walton;59,5;76;2021
20;7;20;Michael Bloomberg;59;79;2021
21;2612;21;Colin Zheng Huang;55,3;41;2021
22;60;22;MacKenzie Scott;53;51;2021
23;90;23;Daniel Gilbert;51,9;59;2021
24;24;24;Gautam Adani;50,5;58;2021
25;25;25;Phil Knight;49,9;83;2021
26;63;26;Jack Ma;48,4;56;2021
27;17;27;Charles Koch;46,4;85;2021
28;18;27;Julia Koch;46,4;59;2021
29;69;29;Masayoshi Son;45,4;63;2021
30;23;30;Michael Dell;45,1;56;2021
31;39;31;Tadashi Yanai;44,1;72;2021
32;28;32;Francois Pinault;42,3;84;2021
33;22;33;David Thomson;41,8;63;2021
34;106;34;Beate Heister;39,2;;2021
35;75;35;Wang Wei;39;50;2021
36;35;36;Miriam Adelson;38,2;75;2021
37;64;37;He Xiangjian;37,7;78;2021
38;27;38;Dieter Schwarz;36,9;81;2021
39;26;39;Zhang Yiming;35,6;37;2021
40;30;40;Giovanni Ferrero;35,1;56;2021
41;41;41;Alain Wertheimer;34,5;72;2021
42;42;41;Gerard Wertheimer;34,5;70;2021
43;33;43;Li Ka-shing;33,7;92;2021
44;85;44;Qin Yinglin;33,5;56;2021
45;2607;45;William Lei Ding;33;49;2021
46;40;46;Len Blavatnik;32;63;2021
47;47;47;Lee Shau Kee;31,7;93;2021
48;31;48;Jacqueline Mars;31,3;81;2021
49;32;48;John Mars;31,3;85;2021
50;250;50;Yang Huiyan;29,6;39;2021
51;79;51;Alexey Mordashov;29,1;55;2021
52;38;52;Robin Zeng;28,4;52;2021
53;983;53;Hui Ka Yan;27,7;62;2021
54;51;53;Susanne Klatten;27,7;59;2021
55;62;55;Vladimir Potanin;27;60;2021
56;2605;56;Dietrich Mateschitz;26,9;76;2021
57;104;57;Pang Kang;26,4;65;2021
58;29;58;Klaus-Michael Kuehne;26,3;83;2021
59;70;59;Vladimir Lisin;26,2;65;2021
60;200;60;Wang Xing;26,1;42;2021
61;54;61;German Larrea Mota Velasco;25,9;67;2021
62;2606;62;Leonardo Del Vecchio;25,8;85;2021
63;78;62;Takemitsu Takizaki;25,8;75;2021
64;77;64;Leonard Lauder;25,5;88;2021
65;57;65;Thomas Peterffy;25;76;2021
66;80;66;Vagit Alekperov;24,9;70;2021
67;73;66;Leonid Mikhelson;24,9;65;2021
68;49;68;Jim Simons;24,6;83;2021
69;140;69;Jiang Rensheng;24,4;67;2021
70;52;70;Gina Rinehart;23,6;67;2021
71;97;71;Rupert Murdoch;23,5;90;2021
72;55;71;Shiv Nadar;23,5;75;2021
73;157;73;Zhang Zhidong;23,4;49;2021
74;65;74;Iris Fontbona;23,3;78;2021
75;187;75;Lei Jun;23;51;2021
76;298;75;Zhang Yong;23;50;2021
77;220;77;Richard Liu;22,4;47;2021
78;89;78;Gennady Timchenko;22;68;2021
79;50;79;Stephen Schwarzman;21,9;74;2021
80;120;80;Goh Cheng Liang;21,7;93;2021
81;59;81;Stefan Quandt;21,6;54;2021
82;100;82;Li Xiting;21,5;70;2021
83;222;83;Pierre Omidyar;21,4;53;2021
84;101;84;Stefan Persson;21,3;73;2021
85;72;85;Abigail Johnson;20,9;59;2021
86;61;86;R. Budi Hartono;20,5;80;2021
87;3102;87;Andrew Forrest;20,4;59;2021
88;81;88;Ray Dalio;20,3;71;2021
89;66;89;Michael Hartono;19,7;81;2021
90;2609;89;Li Shufu;19,7;57;2021
91;293;89;Zhong Huijuan;19,7;60;2021
92;117;92;Xu Hang;19,5;54;2021
93;126;93;Lui Che Woo;19,4;92;2021
94;71;94;Emmanuel Besnier;19,1;50;2021
95;142;95;Laurene Powell Jobs;19;57;2021
96;102;96;Eric Schmidt;18,9;66;2021
97;189;96;Sun Piaoyang;18,9;62;2021
98;98;98;Theo Albrecht jr;18,8;70;2021
99;119;99;Alisher Usmanov;18,4;67;2021
100;110;100;Robert Pera;18,3;43;2021
101;176;100;Wu Yajun;18,3;57;2021
102;586;102;Fan Hongwei;18,2;54;2021
103;113;103;Dhanin Chearavanont;18,1;82;2021
104;108;104;Peter Woo;18;74;2021
105;125;105;Chen Bang;17,9;55;2021
106;58;105;Andrey Melnichenko;17,9;49;2021
107;221;107;Dustin Moskovitz;17,8;36;2021
108;1074;107;Su Hua;17,8;39;2021
109;160;109;Donald Newhouse;17,6;91;2021
110;3395;110;Petr Kellner;17,5;;2021
111;3396;111;Lee Man Tat;17,4;91;2021
112;145;112;Pavel Durov;17,2;36;2021
113;67;113;James Ratcliffe;17;68;2021
114;107;114;Jorge Paulo Lemann;16,9;81;2021
115;46;115;Reinhold Wuerth;16,8;86;2021
116;116;116;Charlene de Carvalho-Heineken;16,7;66;2021
117;111;117;Radhakishan Damani;16,5;66;2021
118;86;118;Wang Chuanfu;16,3;55;2021
119;92;119;Steve Cohen;16;64;2021
120;36;119;Ken Griffin;16;52;2021
121;1150;121;Chen Zhiping;15,9;45;2021
122;3012;121;Ernest Garcia II.;15,9;63;2021
123;135;121;Uday Kotak;15,9;62;2021
124;93;124;Carl Icahn;15,8;85;2021
125;162;124;Suleiman Kerimov;15,8;55;2021
126;3008;126;Thomas Frist Jr;15,7;82;2021
127;74;127;Lukas Walton;15,6;34;2021
128;137;128;Mikhail Fridman;15,5;57;2021
129;118;128;Wei Jianjun;15,5;57;2021
130;3397;128;Zuo Hui;15,5;50;2021
131;417;131;Zhou Qunfei;15,4;;2021
132;95;132;Donald Bren;15,3;88;2021
133;2611;133;Hinduja brothers;14,9;;2021
134;91;133;Lakshmi Mittal;14,9;70;2021
135;172;133;Georg Schaeffler;14,9;56;2021
136;859;133;Eric Yuan;14,9;51;2021
137;249;137;Wang Jianlin;14,8;66;2021
138;123;138;Kwong Siu-hing;14,7;91;2021
139;280;138;Robin Li;14,7;52;2021
140;2610;140;Pallonji Mistry;14,6;91;2021
141;171;140;Eduardo Saverin;14,6;39;2021
142;203;142;Roman Abramovich;14,5;54;2021
143;88;142;David Tepper;14,5;63;2021
144;156;144;Gong Hongjia;14,4;56;2021
145;166;145;Mike Cannon-Brookes;14,2;41;2021
146;96;145;John Menard Jr;14,2;81;2021
147;457;145;Seo Jung-jin;14,2;63;2021
148;1200;148;Cheng Yixiao;14,1;37;2021
149;322;148;Liang Wengen;14,1;64;2021
150;174;150;Scott Farquhar;14;41;2021
151;215;151;Finn Rausing;13,9;66;2021
152;216;151;Jorn Rausing;13,9;61;2021
153;217;151;Kirsten Rausing;13,9;68;2021
154;201;154;Brian Chesky;13,7;39;2021
155;132;155;Joseph Lau;13,6;69;2021
156;168;156;David Duffield;13,5;80;2021
157;115;156;Charoen Sirivadhanabhakdi;13,5;77;2021
158;3398;158;Kim Jung-ju;13,3;53;2021
159;302;158;Robert Ng;13,3;;2021
160;1987;158;Zhang Bangxin;13,3;41;2021
161;308;161;Anders Holch Povlsen;13,2;48;2021
162;83;161;Wang Wenyin;13,2;53;2021
163;214;163;Wang Liping;13,1;55;2021
164;218;164;Tatyana Bakalchuk;13;45;2021
165;103;164;Michael Platt;13;53;2021
166;112;166;Huang Shilin;12,9;54;2021
167;159;166;Ricardo Salinas Pliego;12,9;65;2021
168;121;168;Kumar Birla;12,8;53;2021
169;139;169;Dang Yanbao;12,7;48;2021
170;68;169;Cyrus Poonawalla;12,7;79;2021
171;143;171;Robert Kuok;12,6;97;2021
172;594;171;Hank Meijer;12,6;;2021
173;585;173;Jack Dorsey;12,5;44;2021
174;1930;173;Lu Zhongfang;12,5;78;2021
175;301;173;Ma Jianrong;12,5;57;2021
176;557;173;Zhang Tao;12,5;48;2021
177;256;177;Nathan Blecharczyk;12,4;37;2021
178;219;177;John Doerr;12,4;69;2021
179;288;177;Joe Gebbia;12,4;39;2021
180;591;177;Forrest Li;12,4;43;2021
181;732;181;Yu Renrong;12,3;55;2021
182;281;182;Liu Yonghao;12,1;69;2021
183;353;182;Gordon Moore;12,1;92;2021
184;48;184;Jeff Yass;12;62;2021
185;1225;185;Bobby Murphy;11,9;32;2021
186;623;186;Patrick Drahi;11,8;57;2021
187;76;186;Jensen Huang;11,8;;2021
188;212;186;Alexander Otto;11,8;53;2021
189;1148;189;Cen Junda;11,6;56;2021
190;292;189;Joseph Tsai;11,6;57;2021
191;122;191;Aliko Dangote;11,5;64;2021
192;161;191;Marcel Herrmann Telles;11,5;71;2021
193;153;193;Mikhail Prokhorov;11,4;56;2021
194;718;194;Jorge Moll Filho;11,3;76;2021
195;170;195;Viktor Rashnikov;11,2;72;2021
196;134;195;Harry Triguboff;11,2;88;2021
197;257;197;Leonid Fedun;11,1;65;2021
198;84;197;Eyal Ofer;11,1;70;2021
199;1132;197;Evan Spiegel;11,1;30;2021
200;396;200;Luis Carlos Sarmiento;11;88;2021
201;146;200;Andreas Struengmann;11;71;2021
202;147;200;Thomas Struengmann;11;71;2021
203;182;203;Rodolphe Saade;10,9;51;2021
204;109;203;Dilip Shanghvi;10,9;65;2021
205;2616;205;Tom and Judy Love;10,8;;2021
206;152;205;Anthony Pratt;10,8;61;2021
207;357;205;Wang Laisheng;10,8;56;2021
208;43;208;Gianluigi Aponte;10,7;80;2021
209;310;208;Wang Laichun;10,7;53;2021
210;225;210;Chen Jianhua;10,6;50;2021
211;817;210;Leng Youbin;10,6;52;2021
212;208;210;Charles Schwab;10,6;83;2021
213;236;213;Li Zhenguo;10,5;53;2021
214;416;213;Sunil Mittal;10,5;63;2021
215;184;213;Melker Schorling;10,5;73;2021
216;430;216;Cai Kui;10,4;58;2021
217;127;216;John Fredriksen;10,4;76;2021
218;274;216;Qi Shi;10,4;51;2021
219;234;219;Chase Coleman III;10,3;45;2021
220;1578;219;Hui Wing Mau;10,3;70;2021
221;351;219;Edward Johnson III;10,3;90;2021
222;148;219;Liu Hanyuan;10,3;57;2021
223;3399;223;Larry Xiangdong Chen;10,2;49;2021
224;2614;224;Philip Anschutz;10,1;81;2021
225;603;224;Dietmar Hopp;10,1;81;2021
226;245;224;German Khan;10,1;59;2021
227;453;224;Li Ge;10,1;54;2021
228;422;228;Jay Chaudhry;10;61;2021
229;262;228;Eric Wittouck;10;74;2021
230;167;230;Carl Cook;9,9;58;2021
231;129;230;Jan Koum;9,9;45;2021
232;2617;232;Herbert Kohler jr;9,8;82;2021
233;695;232;Tobi Lutke;9,8;40;2021
234;202;234;James Dyson;9,7;74;2021
235;481;234;Mat Ishbia;9,7;41;2021
236;94;234;Savitri Jindal;9,7;71;2021
237;188;234;Friedhelm Loh;9,7;74;2021
238;307;234;Iskander Makhmudov;9,7;57;2021
239;242;234;Stefano Pessina;9,7;79;2021
240;175;234;Quek Leng Chan;9,7;79;2021
241;150;241;Israel Englander;9,6;72;2021
242;898;241;Charles Ergen;9,6;68;2021
243;198;241;Jim Pattison;9,6;92;2021
244;275;241;Yao Liangsong;9,6;56;2021
245;279;245;David Geffen;9,5;78;2021
246;1401;245;Yeung Kin-man;9,5;57;2021
247;264;247;Ding Shizhong;9,4;50;2021
248;87;247;Harold Hamm;9,4;75;2021
249;237;247;Jim Kennedy;9,4;73;2021
250;239;247;Blair Parry-Okeden;9,4;70;2021
251;296;251;Ding Shijia;9,3;57;2021
252;532;251;Kim Beom-su;9,3;55;2021
253;633;251;Ian Livingstone;9,3;;2021
254;2705;251;Sun Hongbin;9,3;58;2021
255;3010;255;Alberto Bailleres Gonzalez;9,2;89;2021
256;1441;256;Lam Wai-ying;9,1;;2021
257;364;256;Massimiliana Landini Aleotti;9,1;78;2021
258;133;256;Lu Xiangyang;9,1;58;2021
259;469;256;Wolfgang Marguerre;9,1;79;2021
260;372;256;David Sun;9,1;69;2021
261;374;256;John Tu;9,1;79;2021
262;316;262;Guillaume Pousaz;9;39;2021
263;356;262;Viktor Vekselberg;9;64;2021
264;130;264;Jerry Jones;8,9;78;2021
265;226;264;Michael Otto;8,9;78;2021
266;303;264;Steven Rales;8,9;70;2021
267;138;264;Sarath Ratanavadi;8,9;55;2021
268;522;264;Tse Ping;8,9;69;2021
269;972;269;Chan Tan Ching-fen;8,8;;2021
270;210;269;David Cheriton;8,8;70;2021
271;368;269;Xavier Niel;8,8;53;2021
272;3400;269;August von Finck;8,8;91;2021
273;318;269;Zong Qinghou;8,8;75;2021
274;306;274;Benu Gopal Bangur;8,7;89;2021
275;2608;274;Sam Bankman-Fried;8,7;29;2021
276;505;274;Cheng Xue;8,7;51;2021
277;228;274;Graeme Hart;8,7;65;2021
278;361;274;Kjeld Kirk Kristiansen;8,7;73;2021
279;362;274;Sofie Kirk Kristiansen;8,7;45;2021
280;363;274;Thomas Kirk Kristiansen;8,7;42;2021
281;655;274;Lin Bin;8,7;53;2021
282;342;274;Liu Jincheng;8,7;56;2021
283;764;274;Shigenobu Nagamori;8,7;76;2021
284;231;274;Carlos Alberto Sicupira;8,7;73;2021
285;373;274;Agnete Kirk Thinggaard;8,7;37;2021
286;213;274;Anthony von Mandl;8,7;;2021
287;375;274;Xu Shihui;8,7;63;2021
288;199;288;Ernesto Bertarelli;8,6;55;2021
289;227;288;Leon Black;8,6;69;2021
290;207;288;Azim Premji;8,6;75;2021
291;269;288;Andrei Skoch;8,6;55;2021
292;371;288;George Soros;8,6;90;2021
293;240;288;Zheng Shuliang;8,6;75;2021
294;326;294;Marc Benioff;8,4;56;2021
295;936;294;Kuldip Singh Dhingra;8,4;;2021
296;235;294;Ann Walton Kroenke;8,4;72;2021
297;377;297;Bubba Cathy;8,3;67;2021
298;378;297;Dan Cathy;8,3;68;2021
299;266;297;Jay Y. Lee;8,3;52;2021
300;1121;297;Pan Dong;8,3;56;2021
301;230;297;Hasso Plattner;8,3;77;2021
302;304;297;Nassef Sawiris;8,3;60;2021
303;248;297;Kushal Pal Singh;8,3;89;2021
304;136;304;Stanley Kroenke;8,2;73;2021
305;436;304;Niels Peter Louis-Hansen;8,2;73;2021
306;401;304;Alain Merieux;8,2;83;2021
307;233;304;Andreas von Bechtolsheim;8,2;65;2021
308;128;308;Diane Hendricks;8;74;2021
309;141;308;Shahid Khan;8;70;2021
310;238;308;Nicky Oppenheimer;8;75;2021
311;398;311;Anthony Bamford;7,9;75;2021
312;165;311;Andrew Beal;7,9;68;2021
313;327;311;Dmitri Bukhman;7,9;35;2021
314;328;311;Igor Bukhman;7,9;39;2021
315;317;311;Takahisa Takahara;7,9;59;2021
316;1105;316;Kei Hoi Pang;7,8;55;2021
317;394;316;Alexei Kuzmichev;7,8;58;2021
318;206;316;John Malone;7,8;80;2021
319;193;316;Marijke Mars;7,8;56;2021
320;194;316;Pamela Mars;7,8;60;2021
321;195;316;Valerie Mars;7,8;62;2021
322;196;316;Victoria Mars;7,8;64;2021
323;154;323;Giorgio Armani;7,7;86;2021
324;323;323;Frederik Paulsen;7,7;70;2021
325;387;323;David Reuben;7,7;82;2021
326;388;323;Simon Reuben;7,7;80;2021
327;418;327;Alexander Abramov;7,6;62;2021
328;438;327;Rinat Akhmetov;7,6;54;2021
329;347;327;Silvio Berlusconi;7,6;84;2021
330;400;327;John Grayken;7,6;64;2021
331;114;327;David Green;7,6;79;2021
332;247;327;George Roberts;7,6;77;2021
333;478;327;Zhao Yan;7,6;54;2021
334;265;334;Nancy Walton Laurie;7,5;69;2021
335;223;334;Pei Zhenhua;7,5;62;2021
336;408;334;Ruan Liping;7,5;57;2021
337;409;334;Ruan Xueping;7,5;49;2021
338;437;334;Patrick Soon-Shiong;7,5;68;2021
339;204;339;Antonia Axson Johnson;7,4;77;2021
340;2684;339;Ernest Garcia III;7,4;39;2021
341;535;339;George Lucas;7,4;76;2021
342;2623;339;Vicky Safra;7,4;68;2021
343;3401;339;Zhang Jindong;7,4;58;2021
344;251;344;Laurent Dassault;7,3;67;2021
345;252;344;Thierry Dassault;7,3;64;2021
346;254;344;Marie-Helene Habert-Dassault;7,3;56;2021
347;297;344;Henry Kravis;7,3;77;2021
348;450;344;Lai Meisong;7,3;50;2021
349;344;344;Sandra Ortega Mera;7,3;52;2021
350;637;344;Pham Nhat Vuong;7,3;52;2021
351;268;344;David Shaw;7,3;70;2021
352;271;352;Rocco Commisso;7,2;71;2021
353;415;352;Michael Kadoorie;7,2;79;2021
354;258;352;Bernard Marcus;7,2;91;2021
355;232;352;Manuel Villar;7,2;71;2021
356;173;352;Christy Walton;7,2;72;2021
357;1335;352;Wang Zhenhua;7,2;59;2021
358;390;358;Carl Bennet;7,1;69;2021
359;376;358;Rahel Blocher;7,1;45;2021
360;320;358;Johann Graf;7,1;74;2021
361;331;358;Ralph Lauren;7,1;81;2021
362;3106;358;Li Hua;7,1;43;2021
363;367;358;Magdalena Martullo-Blocher;7,1;52;2021
364;2620;358;Stewart and Lynda Resnick;7,1;;2021
365;155;358;Johann Rupert;7,1;70;2021
366;2622;358;Safra siblings;7,1;;2021
367;1860;358;Anthony Wood;7,1;55;2021
368;1003;358;Gang Ye;7,1;40;2021
369;837;369;Igor Altushkin;7;50;2021
370;2621;369;Bajaj siblings;7;;2021
371;889;369;Juan Francisco Beckmann Vidal;7;81;2021
372;504;369;Alexandre Behring;7;54;2021
373;197;369;Vincent Bollore;7;69;2021
374;405;369;Gustaf Douglas;7;83;2021
375;312;369;Terry Gou;7;70;2021
376;3009;369;Paul Tudor Jones II.;7;66;2021
377;315;369;Richard Kinder;7;76;2021
378;470;369;Ludwig Merckle;7;56;2021
379;144;369;Stephen Ross;7;80;2021
380;3402;380;Eli Broad;6,9;;2021
381;543;380;Jim Davis;6,9;77;2021
382;2647;380;Guo Guangchang;6,9;54;2021
383;2619;380;Robert Kraft;6,9;79;2021
384;544;384;Murali Divi;6,8;70;2021
385;2640;384;Huang Chulong;6,8;62;2021
386;1024;384;Li Jianquan;6,8;64;2021
387;2667;384;Shi Yonghong;6,8;52;2021
388;324;384;Wee Cho Yaw;6,8;92;2021
389;502;384;Erich Wesjohann;6,8;75;2021
390;2631;384;Aloys Wobben;6,8;69;2021
391;459;391;Micky Arison;6,7;71;2021
392;277;391;Jean-Michel Besnier;6,7;53;2021
393;278;391;Marie Besnier Beauvalot;6,7;40;2021
394;518;391;Kwon Hyuk-bin;6,7;47;2021
395;1309;391;Li Haiyan;6,7;;2021
396;442;391;Fredrik Lundberg;6,7;69;2021
397;850;391;Hiroshi Mikitani;6,7;56;2021
398;395;391;Dmitry Rybolovlev;6,7;54;2021
399;283;391;Reinhold Schmieding;6,7;66;2021
400;244;400;Francis Choi;6,6;73;2021
401;380;400;Bruce Kovner;6,6;76;2021
402;643;400;Wang Wenjing;6,6;56;2021
403;800;400;Zeng Fangqin;6,6;55;2021
404;1342;404;Brian Armstrong;6,5;38;2021
405;2644;404;Chu Mang Yee;6,5;61;2021
406;348;404;Denise Coates;6,5;53;2021
407;423;404;Gopikishan Damani;6,5;63;2021
408;299;404;James Goodnight;6,5;78;2021
409;672;404;Antti Herlin;6,5;64;2021
410;178;404;Liu Yongxing;6,5;72;2021
411;300;404;Sri Prakash Lohia;6,5;68;2021
412;354;404;John Overdeck;6,5;51;2021
413;495;404;Prajogo Pangestu;6,5;76;2021
414;569;404;Horst Julius Pudwill;6,5;76;2021
415;355;404;David Siegel;6,5;86;2021
416;345;404;Ronda Stryker;6,5;67;2021
417;270;404;Georg Stumpf;6,5;48;2021
418;340;418;Pauline MacMillan Keinath;6,4;87;2021
419;402;418;Wang Yusuo;6,4;57;2021
420;397;418;Dennis Washington;6,4;86;2021
421;3403;421;Rahul Bajaj;6,3;82;2021
422;330;421;Ashwin Dani;6,3;78;2021
423;432;421;Andreas Halvorsen;6,3;60;2021
424;631;421;Andrei Kozitsyn;6,3;60;2021
425;2624;421;Axel Oberwelland;6,3;54;2021
426;2671;421;Shi Yuzhu;6,3;58;2021
427;434;421;Tsai Eng-meng;6,3;64;2021
428;540;421;Murat Ulker;6,3;62;2021
429;798;421;Wang Junlin;6,3;58;2021
430;3044;421;Wang Ning;6,3;34;2021
431;2636;421;You Xiaoping;6,3;63;2021
432;294;432;Arthur Blank;6,2;78;2021
433;460;432;James Chambers;6,2;64;2021
434;604;432;Jiang Bin;6,2;54;2021
435;759;432;Jason Jiang;6,2;48;2021
436;471;432;Mitchell Rales;6,2;64;2021
437;472;432;Katharine Rayner;6,2;76;2021
438;476;432;Margaretta Taylor;6,2;79;2021
439;403;432;Stef Wertheimer;6,2;94;2021
440;411;440;Mike Adenuga;6,1;68;2021
441;584;440;Charles Dolan;6,1;94;2021
442;546;440;Marcos Galperin;6,1;;2021
443;756;440;Huang Li;6,1;57;2021
444;332;440;Law Kar Po;6,1;72;2021
445;1823;440;Li Wa;6,1;55;2021
446;124;440;Idan Ofer;6,1;65;2021
447;3038;440;Qian Dongqi;6,1;63;2021
448;608;440;Odd Reitan;6,1;69;2021
449;282;440;Henry Samueli;6,1;66;2021
450;429;440;Les Wexner;6,1;83;2021
451;346;451;Dannine Avara;6;57;2021
452;706;451;Juergen Blickle;6;74;2021
453;2643;451;Robert Brockman;6;79;2021
454;710;451;Mong-Koo Chung;6;83;2021
455;2770;451;Dulce Pugliese de Godoy Bueno;6;73;2021
456;1795;451;Daniel Dines;6;49;2021
457;349;451;Scott Duncan;6;38;2021
458;319;451;Judy Faulkner;6;77;2021
459;713;451;Guenther Fielmann;6;81;2021
460;350;451;Milane Frantz;6;51;2021
461;406;451;Frits Goldschmeding;6;87;2021
462;185;451;Andrei Guryev;6;61;2021
463;533;451;Jane Lauder;6;48;2021
464;1027;451;Martin Lorentzon;6;52;2021
465;699;451;Isaac Perlmutter;6;78;2021
466;660;451;Jeff Skoll;6;56;2021
467;260;451;Robert F. Smith;6;58;2021
468;370;451;John A. Sobrato;6;81;2021
469;501;451;Ronald Wanek;6;79;2021
470;358;451;Randa Duncan Williams;6;59;2021
471;524;451;Hansjoerg Wyss;6;86;2021
472;2635;472;Chen Fashu;5,9;60;2021
473;3404;472;Chen Rui;5,9;43;2021
474;360;472;Christopher Hohn;5,9;54;2021
475;366;472;Lin Jianhua;5,9;58;2021
476;404;476;Maria Asuncion Aramburuzabala;5,8;58;2021
477;647;476;Chan Laiwa;5,8;80;2021
478;131;476;George Kaiser;5,8;78;2021
479;509;476;Ananda Krishnan;5,8;83;2021
480;494;476;Douglas Leone;5,8;63;2021
481;590;476;Li Chunan;5,8;52;2021
482;365;476;Li Ping;5,8;;2021
483;2038;476;William Li;5,8;46;2021
484;2656;476;Augusto and Giorgio Perfetti;5,8;;2021
485;1078;476;Meg Whitman;5,8;64;2021
486;420;486;Neil Bluhm;5,7;83;2021
487;287;486;Andrew Currie;5,7;65;2021
488;412;486;Tom Gores;5,7;56;2021
489;534;486;Michel Leclercq;5,7;81;2021
490;657;486;Michael Moritz;5,7;66;2021
491;180;486;Nicolas Puech;5,7;78;2021
492;290;486;John Reece;5,7;64;2021
493;552;486;Emanuele Saputo;5,7;84;2021
494;597;486;Fred Smith;5,7;;2021
495;2627;486;Teh Hong Piow;5,7;91;2021
496;419;496;Rene Benko;5,6;44;2021
497;329;496;Jack Dangermond;5,6;75;2021
498;392;496;Stanley Druckenmiller;5,6;67;2021
499;321;496;Tamara Gustavson;5,6;59;2021
500;393;496;Jian Jun;5,6;57;2021
501;2633;496;Kwee brothers;5,6;;2021
502;440;502;Clive Calder;5,5;74;2021
503;286;502;Hasmukh Chudgar;5,5;87;2021
504;545;502;Dagmar Dolby;5,5;79;2021
505;1351;502;Dong Wei;5,5;50;2021
506;359;502;Ken Fisher;5,5;70;2021
507;211;502;Ivan Glasenberg;5,5;64;2021
508;2014;502;He Xiaopeng;5,5;43;2021
509;424;502;Sumet Jiaravanon;5,5;86;2021
510;255;502;Karel Komarek;5,5;52;2021
511;589;502;Ronald Lauder;5,5;77;2021
512;1455;502;Mu Rongjun;5,5;41;2021
513;335;502;J. Christopher Reyes;5,5;67;2021
514;336;502;Jude Reyes;5,5;65;2021
515;520;502;Kjell Inge Rokke;5,5;62;2021
516;3011;502;Edward Roski Jr;5,5;82;2021
517;538;502;Alexandra Schoerghuber;5,5;62;2021
518;1467;502;Shu Ping;5,5;;2021
519;1339;502;Christoph Zeller;5,5;64;2021
520;2680;520;An Kang;5,4;72;2021
521;2632;520;Rainer Blickle;5,4;73;2021
522;431;520;Jaran Chiaravanont;5,4;91;2021
523;2710;520;Alceu Elias Feldmann;5,4;71;2021
524;2637;520;Montri Jiaravanont;5,4;90;2021
525;381;520;Henry Nicholas III.;5,4;61;2021
526;369;520;Terrence Pegula;5,4;70;2021
527;224;520;Carrie Perrodo;5,4;70;2021
528;305;520;Harry Stine;5,4;79;2021
529;646;529;Pyotr Aven;5,3;66;2021
530;3251;529;Kapil Bhatia;5,3;;2021
531;285;529;Cao Renxian;5,3;52;2021
532;510;529;Barry Lam;5,3;72;2021
533;1950;529;Carlos Rodriguez-Pastor;5,3;62;2021
534;920;529;Shen Guojun;5,3;58;2021
535;2848;529;Luiza Helena Trajano;5,3;69;2021
536;3405;529;Yao Zhenhua;5,3;51;2021
537;570;529;Yu Yong;5,3;60;2021
538;515;529;Sam Zell;5,3;79;2021
539;439;539;John Brown;5,2;86;2021
540;712;539;Giuseppe De Longhi;5,2;82;2021
541;426;539;Frank Lowy;5,2;90;2021
542;621;539;Joe Mansueto;5,2;64;2021
543;874;539;Akio Nitori;5,2;77;2021
544;499;539;Gary Rollins;5,2;76;2021
545;3030;539;Ruan Hongliang;5,2;60;2021
546;456;539;Teddy Sagi;5,2;49;2021
547;2661;539;Neil Shen;5,2;53;2021
548;611;539;David Velez;5,2;39;2021
549;1137;539;Wong Man Li;5,2;56;2021
550;527;550;Robert Bass;5,1;73;2021
551;461;550;Pierre Chen;5,1;64;2021
552;480;550;Mahendra Choksi;5,1;80;2021
553;2666;550;Gustavo Denegri;5,1;84;2021
554;941;550;Reed Hastings;5,1;60;2021
555;413;550;Michael Herz;5,1;77;2021
556;414;550;Wolfgang Herz;5,1;70;2021
557;816;550;Patrick Lee;5,1;79;2021
558;2641;550;Yeow Chor and Yeow Seng Lee;5,1;;2021
559;606;550;Theo Mueller;5,1;81;2021
560;857;550;Wu Guanjiang;5,1;52;2021
561;560;561;Bernard Broermann;5;77;2021
562;573;561;Jason Chang;5;77;2021
563;2629;561;Joshua Harris;5;56;2021
564;451;561;Vikram Lal;5;79;2021
565;988;561;Lin Xiucheng;5;65;2021
566;568;561;Pankaj Patel;5;68;2021
567;309;561;Enrique Razon jr;5;61;2021
568;3406;561;Walter Scott Jr;5;89;2021
569;513;561;Charles Simonyi;5;72;2021
570;3407;561;Kate Wang;5;39;2021
571;445;561;Daniel Ziff;5;49;2021
572;446;561;Dirk Ziff;5;57;2021
573;447;561;Robert Ziff;5;54;2021
574;391;574;Stephen Bisciotti;4,9;61;2021
575;709;574;Chen Dongsheng;4,9;63;2021
576;2638;574;Charles B. Johnson;4,9;88;2021
577;653;574;Marc Ladreit de Lacharriere;4,9;80;2021
578;425;574;Joe Lewis;4,9;84;2021
579;656;574;Lin Li;4,9;58;2021
